City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,East London,ZA,-33.0153,27.9116,58.03,50,0,7.45,clear sky
1,Ponta Do Sol,PT,32.6667,-17.1,67.01,66,34,7.63,scattered clouds
2,Yar-Sale,RU,66.8333,70.8333,53.51,48,100,27.4,overcast clouds
3,Garowe,SO,8.4054,48.4845,76.91,57,41,31.88,scattered clouds
4,Roccastrada,IT,43.0099,11.1665,74.01,90,16,1.57,few clouds
5,Cidreira,BR,-30.1811,-50.2056,60.4,89,100,8.16,overcast clouds
6,Pasni,PK,25.2631,63.471,82.08,90,26,8.79,scattered clouds
7,Murmashi,RU,68.8154,32.8115,51.42,71,0,7.0,clear sky
8,Victoria,HK,22.2855,114.1577,86.25,83,43,5.99,scattered clouds
9,Hithadhoo,MV,-0.6,73.0833,82.94,73,100,9.93,overcast clouds
10,Acarau,BR,-2.8856,-40.12,78.28,85,60,11.12,broken clouds
11,Mehamn,NO,71.0357,27.8492,58.95,58,10,12.66,clear sky
12,Iqaluit,CA,63.7506,-68.5145,58.73,38,75,19.57,broken clouds
13,Salalah,OM,17.0151,54.0924,82.49,94,100,2.3,overcast clouds
14,Verkhnyaya Inta,RU,65.9811,60.3094,39.51,91,100,15.03,light rain
15,Viedma,AR,-40.8135,-62.9967,49.05,50,78,10.02,broken clouds
16,Piney Green,US,34.716,-77.3202,80.55,96,100,3.44,overcast clouds
17,Gambela,ET,8.25,34.5833,71.19,84,100,5.75,light rain
18,Arnoldstein,AT,46.5461,13.71,69.19,68,70,4.43,broken clouds
19,Ushuaia,AR,-54.8,-68.3,42.46,56,75,12.66,broken clouds
20,Horki,BY,54.2861,30.9842,67.98,90,8,6.15,clear sky
21,Chuy,UY,-33.6971,-53.4616,51.69,91,100,5.23,moderate rain
22,Ajdabiya,LY,30.7554,20.2263,83.3,35,0,9.19,clear sky
23,Sanchi,IN,23.4833,77.7333,83.77,70,100,6.53,overcast clouds
24,Ponta Delgada,PT,37.7333,-25.6667,67.5,68,75,5.75,broken clouds
25,Grindavik,IS,63.8424,-22.4338,53.55,81,75,11.5,broken clouds
26,Ostrovnoy,RU,68.0531,39.5131,41.65,75,100,5.97,overcast clouds
27,Kutum,SD,14.2,24.6667,81.43,38,81,9.35,broken clouds
28,Lerwick,GB,60.1545,-1.1494,53.6,95,15,11.34,few clouds
29,Barra,BR,-11.0894,-43.1417,76.33,54,0,17.67,clear sky
30,Yarada,IN,17.65,83.2667,82.99,75,98,13.15,overcast clouds
31,Sur,OM,22.5667,59.5289,87.48,65,81,7.96,broken clouds
32,Araxa,BR,-19.5933,-46.9406,67.96,56,40,2.3,scattered clouds
33,Hambantota,LK,6.1241,81.1185,78.98,80,91,18.45,overcast clouds
34,Murgab,TM,37.4966,61.9714,85.87,42,0,6.91,clear sky
35,Cape Town,ZA,-33.9258,18.4232,59.11,63,0,8.05,clear sky
36,Georgetown,MY,5.4112,100.3354,80.53,86,20,7.0,thunderstorm
37,Saint-Philippe,RE,-21.3585,55.7679,65.79,74,81,14.9,broken clouds
38,Dwarka,IN,22.2394,68.9678,83.34,78,98,17.16,overcast clouds
39,Rengali,IN,21.6333,84.05,82.09,72,96,5.73,overcast clouds
40,Maceio,BR,-9.6658,-35.7353,74.64,78,20,4.61,few clouds
41,Mahebourg,MU,-20.4081,57.7,70.09,78,75,11.5,broken clouds
42,Busselton,AU,-33.65,115.3333,51.93,75,80,6.44,broken clouds
43,Hollola,FI,61.05,25.4333,69.57,70,74,2.75,broken clouds
44,Mar Del Plata,AR,-38.0023,-57.5575,52.09,75,0,9.22,clear sky
45,Dzaoudzi,YT,-12.7887,45.2699,78.69,61,0,20.71,clear sky
46,Junagarh,IN,19.8667,82.9333,79.68,77,95,5.17,overcast clouds
47,Gayeri,BF,12.6497,0.4931,86.29,49,37,9.37,scattered clouds
48,Carutapera,BR,-1.195,-46.02,76.14,91,67,7.38,moderate rain
49,Carcasi,CO,6.6265,-72.6266,61.34,93,82,2.06,broken clouds
50,Rio Gallegos,AR,-51.6226,-69.2181,39.25,65,0,4.61,clear sky
51,Narsaq,GL,60.9167,-46.05,46.92,66,10,2.71,clear sky
52,Kruisfontein,ZA,-34.0033,24.7314,54.63,45,5,6.64,clear sky
53,Mangan,IN,27.5167,88.5333,74.88,94,100,1.21,overcast clouds
54,Klaksvik,FO,62.2266,-6.589,49.12,92,43,14.94,scattered clouds
55,Hamilton,US,39.1834,-84.5333,80.55,40,40,9.22,scattered clouds
56,Jamestown,US,42.097,-79.2353,67.59,51,75,16.11,broken clouds
57,Trairi,BR,-3.2778,-39.2689,77.97,82,31,7.29,scattered clouds
58,The Valley,AI,18.217,-63.0578,84.06,71,97,16.58,overcast clouds
59,Itarantim,BR,-15.6597,-40.0656,66.04,70,83,6.69,broken clouds
60,Lebu,CL,-37.6167,-73.65,52.54,93,95,9.15,overcast clouds
61,Matagami,CA,49.7502,-77.6328,64.51,36,40,10.36,scattered clouds
62,Xapuri,BR,-10.6517,-68.5044,74.79,56,2,0.16,clear sky
63,Skjervoy,NO,70.0311,20.9714,60.8,80,58,8.05,broken clouds
64,Benjamin Constant,BR,-4.3831,-70.0311,82.53,88,20,3.44,few clouds
65,Saint George,US,37.1041,-113.5841,105.64,13,0,6.91,clear sky
66,Port Elizabeth,ZA,-33.918,25.5701,48.49,93,2,3.44,clear sky
67,Qaanaaq,GL,77.484,-69.3632,47.61,57,14,1.99,few clouds
68,Husavik,IS,66.0449,-17.3389,45.46,99,100,3.74,overcast clouds
69,Punta Arenas,CL,-53.15,-70.9167,37.51,70,40,11.5,scattered clouds
70,Omboue,GA,-1.5746,9.2618,71.58,89,99,5.61,overcast clouds
71,Saint-Georges,GD,12.0564,-61.7485,83.88,74,20,18.41,few clouds
72,Bredasdorp,ZA,-34.5322,20.0403,54.64,58,2,4.5,clear sky
73,Wattegama,LK,6.7989,81.4808,75.52,73,98,2.51,overcast clouds
74,Hermanus,ZA,-34.4187,19.2345,52.81,56,1,8.01,clear sky
75,Tasiilaq,GL,65.6145,-37.6368,36.03,74,100,5.26,overcast clouds
76,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,43,0,10.36,clear sky
77,Wad Madani,SD,14.4012,33.5199,83.41,54,91,23.58,moderate rain
78,Rafaela,AR,-31.2503,-61.4867,53.01,54,100,1.99,moderate rain
79,Port Alfred,ZA,-33.5906,26.891,59.32,63,0,9.48,clear sky
80,Faya,SA,18.3851,42.4509,75.72,37,96,5.64,overcast clouds
81,Xuddur,SO,4.1213,43.8894,69.28,82,85,19.04,overcast clouds
82,Colesberg,ZA,-30.72,25.0972,46.22,46,0,0.13,clear sky
83,Mitsamiouli,KM,-11.3847,43.2844,76.28,69,15,9.71,few clouds
84,Kabrai,IN,25.4167,80.0167,93.43,49,100,9.4,overcast clouds
85,Areosa,PT,41.7178,-8.8571,57.49,84,1,11.95,clear sky
86,Penalva,BR,-3.2942,-45.1736,74.88,78,34,1.59,scattered clouds
87,Maniitsoq,GL,65.4167,-52.9,39.45,96,100,9.51,light rain
88,Bambous Virieux,MU,-20.3428,57.7575,70.05,78,75,11.5,broken clouds
89,Cayenne,GF,4.9333,-52.3333,80.1,1,75,8.05,thunderstorm
90,Tyukhtet,RU,56.5389,89.3011,58.3,94,100,18.45,light rain
91,Valparaiso,CL,-33.0393,-71.6273,55.47,92,100,9.22,mist
92,Porto Novo,BJ,6.4965,2.6036,80.42,89,86,3.06,overcast clouds
93,Upernavik,GL,72.7868,-56.1549,38.3,85,5,6.89,clear sky
94,Izhma,RU,65.0083,53.9113,38.1,77,100,11.88,overcast clouds
95,Mogadishu,SO,2.0371,45.3438,77.45,80,99,21.81,light rain
96,Cefalu,IT,38.0386,14.0229,90.54,28,0,10.0,clear sky
97,Asfi,MA,32.2994,-9.2372,66.58,70,0,21.52,clear sky
98,Arraial Do Cabo,BR,-22.9661,-42.0278,62.46,72,0,3.44,clear sky
99,Umm Lajj,SA,25.0213,37.2685,84.24,45,2,5.35,clear sky
100,Gwadar,PK,25.1216,62.3254,81.95,90,41,7.16,scattered clouds
101,Wamba,NG,8.9333,8.6,73.0,87,80,1.57,broken clouds
102,Castro,BR,-24.7911,-50.0119,51.78,95,82,4.59,broken clouds
103,Sao Filipe,CV,14.8961,-24.4956,74.8,80,41,4.63,scattered clouds
104,Mokolo,CM,10.7398,13.8019,77.72,58,53,5.03,broken clouds
105,Olinda,BR,-8.0089,-34.8553,74.93,83,75,6.91,broken clouds
106,Cape Coast,GH,5.1053,-1.2466,76.55,89,74,6.15,broken clouds
107,Palmares Do Sul,BR,-30.2578,-50.5097,59.52,88,100,6.55,overcast clouds
108,Nuuk,GL,64.1835,-51.7216,41.4,88,100,11.21,light rain
109,Pell City,US,33.5862,-86.2861,82.35,96,100,1.01,light rain
110,Rawson,AR,-43.3002,-65.1023,48.6,51,100,13.22,overcast clouds
111,Malakal,SS,9.5334,31.6605,74.39,77,53,4.34,broken clouds
112,New Glasgow,CA,45.5834,-62.6486,73.18,74,28,16.6,scattered clouds
113,Emmen,NL,52.7792,6.9069,57.85,92,72,4.0,broken clouds
114,Orange Walk,BZ,17.8333,-88.8333,83.59,74,48,5.88,scattered clouds
115,Vardo,NO,70.3705,31.1107,46.38,93,40,14.97,scattered clouds
116,Dikson,RU,73.5069,80.5464,30.87,88,98,20.65,overcast clouds
117,Elat,IL,29.5581,34.9482,85.84,37,0,13.8,clear sky
118,Lagoa,PT,39.05,-27.9833,64.9,82,4,9.31,clear sky
119,Baft,IR,29.234,56.6057,73.99,30,20,4.83,few clouds
120,Burdur,TR,37.7203,30.2908,63.3,59,20,11.5,few clouds
121,Korla,CN,41.7597,86.1469,82.76,19,0,11.14,clear sky
122,Choma,ZM,-16.8065,26.9531,53.67,79,70,8.97,broken clouds
123,Ruzsa,HU,46.2881,19.7471,71.78,46,0,2.3,clear sky
124,Nantucket,US,41.2835,-70.0995,71.65,85,75,13.8,broken clouds
125,Qatana,SY,33.4354,36.0815,63.03,49,0,2.82,clear sky
126,Krasnoselkup,RU,65.7,82.4667,56.5,91,99,16.71,overcast clouds
127,Vodstroy,RU,48.8416,44.5579,64.69,45,0,8.95,clear sky
128,Edd,ER,13.9297,41.6925,90.7,47,85,9.04,overcast clouds
129,Fomboni,KM,-12.28,43.7425,77.32,71,2,18.37,light rain
130,Shelby,US,35.2001,-89.8668,84.13,44,0,16.11,clear sky
131,Aksu,CN,41.1231,80.2644,78.49,36,61,6.46,broken clouds
132,Bereda,ES,43.2686,-7.5406,47.14,100,13,2.44,few clouds
133,Coquimbo,CL,-29.9533,-71.3436,58.73,77,40,4.61,scattered clouds
134,Albion,US,42.2431,-84.753,70.18,45,2,13.62,clear sky
135,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,83,75,6.82,broken clouds
136,Khanpur,PK,28.6453,70.6567,95.67,38,41,16.55,scattered clouds
137,Saint-Denis,FR,48.9167,2.3333,64.15,73,0,8.05,clear sky
138,Miracema Do Tocantins,BR,-9.5618,-48.3967,77.27,37,0,2.55,clear sky
139,Ambilobe,MG,-13.2,49.05,62.1,77,16,5.28,few clouds
140,Necochea,AR,-38.5473,-58.7368,48.65,68,0,9.98,clear sky
141,Grand Gaube,MU,-20.0064,57.6608,70.2,76,45,3.0,scattered clouds
142,Marsabit,KE,2.3284,37.9899,60.64,67,25,22.53,scattered clouds
143,Luderitz,NA,-26.6481,15.1594,72.01,34,0,24.09,clear sky
144,Tambovka,RU,50.0969,128.0489,70.66,83,26,4.18,scattered clouds
145,Touros,BR,-5.1989,-35.4608,76.53,84,11,15.14,few clouds
146,Gasa,PS,31.5,34.4667,75.56,76,0,4.25,clear sky
147,Inta,RU,66.0317,60.1659,39.72,90,100,16.8,light rain
148,San Juan,AR,-31.5375,-68.5364,50.65,58,100,2.73,overcast clouds
149,Codrington,AU,-38.2667,141.9667,43.59,82,100,10.04,overcast clouds
150,Oeiras Do Para,BR,-2.0031,-49.8544,77.5,71,26,1.83,scattered clouds
151,Kulhudhuffushi,MV,6.6221,73.07,82.53,76,16,14.32,few clouds
152,Natalio,PY,-26.7167,-55.0833,60.67,95,17,2.46,few clouds
153,Amapa,BR,1.0,-52.0,72.86,97,94,0.89,overcast clouds
154,Diu,IN,20.7141,70.9822,82.72,78,100,10.78,overcast clouds
155,Marawi,PH,7.9986,124.2928,71.42,90,100,3.31,overcast clouds
156,Bonavista,CA,48.6499,-53.1147,59.79,89,73,13.6,broken clouds
157,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,85,50,3.62,scattered clouds
158,Dajal,PK,29.5577,70.3762,99.01,16,9,6.2,clear sky
159,Kamennogorsk,RU,60.9545,29.1339,66.29,78,59,6.11,broken clouds
160,Kushmurun,KZ,52.4503,64.6311,52.88,78,7,9.78,clear sky
161,Yukhnov,RU,54.7444,35.2297,69.76,82,44,4.45,scattered clouds
162,Quartucciu,IT,39.2519,9.1794,81.0,78,0,11.99,moderate rain
163,Talcahuano,CL,-36.7167,-73.1167,53.28,100,100,10.36,overcast clouds
164,Florencia,IT,43.7667,11.25,79.57,83,0,1.14,clear sky
165,Canandaigua,US,42.8742,-77.288,67.33,56,66,5.01,broken clouds
166,Salym,RU,60.0625,71.4789,47.3,91,100,9.26,overcast clouds
167,Sakakah,SA,29.9697,40.2064,87.37,20,0,7.78,clear sky
168,Alma,CA,48.5501,-71.6491,72.1,56,78,17.27,broken clouds
169,Nacala,MZ,-14.5428,40.6728,65.84,89,26,8.21,scattered clouds
170,Lulea,SE,65.5842,22.1547,64.47,88,8,3.44,clear sky
171,Ilulissat,GL,69.2167,-51.1,43.7,61,9,6.06,clear sky
172,Ribeira Grande,PT,38.5167,-28.7,66.6,68,75,4.61,broken clouds
173,Hofn,IS,64.2539,-15.2082,49.44,88,100,9.4,overcast clouds
174,Kumluca,TR,36.3703,30.2869,77.41,56,2,3.8,clear sky
175,Umm Kaddadah,SD,13.6017,26.6876,86.79,36,34,6.64,scattered clouds
176,Nyagan,RU,62.1406,65.3936,44.4,74,100,9.22,overcast clouds
177,Wagar,SD,16.1525,36.2032,88.0,47,72,17.76,broken clouds
178,Riyadh,SA,24.6877,46.7219,84.34,13,6,8.21,clear sky
179,Longuenesse,FR,50.734,2.2352,58.42,92,34,7.34,scattered clouds
180,Lasa,IT,46.6166,10.7002,66.36,84,62,1.52,broken clouds
181,Velsk,RU,61.0701,42.0983,46.26,73,4,7.54,clear sky
182,Hvide Sande,DK,56.0045,8.1294,58.33,91,100,9.08,overcast clouds
183,Huarmey,PE,-10.0681,-78.1522,64.85,82,95,11.86,overcast clouds
184,Kangaatsiaq,GL,68.3065,-53.4641,36.52,94,70,6.04,broken clouds
185,San Andres,CO,12.5847,-81.7006,84.22,74,40,9.22,scattered clouds
186,Nijar,ES,36.9665,-2.206,62.24,68,0,3.44,clear sky
187,Qaqortoq,GL,60.7167,-46.0333,44.92,72,13,5.44,few clouds
188,Atbasar,KZ,51.8,68.3333,48.6,83,31,3.09,scattered clouds
189,Sol-Iletsk,RU,51.1631,54.9918,58.87,66,0,7.43,clear sky
190,Clyde River,CA,70.4692,-68.5914,35.83,93,100,6.91,overcast clouds
191,Saldanha,ZA,-33.0117,17.9442,53.65,58,0,10.29,clear sky
192,Saint-Joseph,RE,-21.3667,55.6167,64.78,75,83,11.7,broken clouds
193,Dingle,PH,10.9995,122.6711,78.04,89,93,5.97,light rain
194,Nanortalik,GL,60.1432,-45.2371,42.93,83,58,6.62,broken clouds
195,Pasinler,TR,39.9803,41.6764,47.39,68,1,0.98,clear sky
196,Souillac,MU,-20.5167,57.5167,70.18,78,75,11.5,light rain
197,Gat,IL,31.61,34.7642,75.88,100,0,1.72,clear sky
198,Uruguaiana,BR,-29.7547,-57.0883,58.93,100,100,5.75,light rain
199,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.78,77,65,14.36,broken clouds
200,Siguiri,GN,11.6667,-9.5,77.56,73,77,3.67,broken clouds
201,Alto Araguaia,BR,-17.3147,-53.2153,68.16,36,0,2.39,clear sky
202,Chapais,CA,49.7834,-74.8492,55.18,57,100,6.53,overcast clouds
203,Sandomierz,PL,50.6827,21.749,71.65,68,28,3.0,scattered clouds
204,Reconquista,AR,-29.15,-59.65,58.93,90,100,3.15,moderate rain
205,Cozumel,MX,20.5083,-86.9458,84.94,80,72,5.01,broken clouds
206,Clearwater,US,27.9659,-82.8001,89.06,73,0,8.05,clear sky
207,Bardiyah,LY,31.7561,25.0865,76.6,70,0,8.3,clear sky
208,Kasane,BW,-17.8167,25.15,61.32,47,79,10.71,broken clouds
209,Idukki,IN,9.85,76.9667,67.44,94,94,2.42,light rain
210,Bandarbeyla,SO,9.4942,50.8122,81.23,61,62,30.8,broken clouds
211,Quatre Cocos,MU,-20.2078,57.7625,69.91,67,67,19.35,broken clouds
212,Ust-Donetskiy,RU,47.6419,40.8718,65.98,43,98,10.02,overcast clouds
213,Khash,IR,28.2211,61.2158,80.46,35,2,2.33,clear sky
214,Koslan,RU,63.4564,48.8989,41.16,71,70,10.71,broken clouds
215,Lamu,KE,-2.2717,40.902,77.38,76,94,18.57,overcast clouds
216,Gari,RU,59.4307,62.3497,40.37,93,99,8.93,overcast clouds
217,Kalas,IN,18.1667,74.8,74.12,83,100,6.31,overcast clouds
218,Boueni,YT,-12.9025,45.0761,78.78,63,12,20.0,few clouds
219,Darovskoy,RU,58.77,47.9564,42.15,86,7,5.26,clear sky
220,Corralillo,CU,22.9819,-80.5856,82.06,73,45,8.68,moderate rain
221,Arkhangelsk,RU,64.5401,40.5433,42.91,81,100,6.71,overcast clouds
222,Malkangiri,IN,18.35,81.9,76.03,89,100,2.21,overcast clouds
223,Bozoum,CF,6.3193,16.3799,67.19,98,90,4.21,light rain
224,Dzilam Gonzalez,MX,21.2833,-88.9333,84.65,62,34,9.46,scattered clouds
225,Nouadhibou,MR,20.931,-17.0347,71.58,68,0,20.71,clear sky
226,Catio,GW,11.2833,-15.25,80.42,82,64,3.22,light rain
227,Beloha,MG,-25.1667,45.05,59.09,69,0,11.14,clear sky
228,Dunda,TZ,-8.1167,34.25,54.32,78,21,3.13,few clouds
229,Luanda,AO,-8.8368,13.2343,67.33,92,14,6.38,few clouds
230,Geraldton,AU,-28.7667,114.6,55.81,94,100,9.22,overcast clouds
231,Laguna,US,38.421,-121.4238,104.18,17,0,8.05,clear sky
232,Talavera De La Reina,ES,39.9635,-4.8308,66.72,41,1,8.72,clear sky
233,Bubaque,GW,11.2833,-15.8333,81.72,82,51,7.02,broken clouds
234,Meulaboh,ID,4.1363,96.1285,75.09,91,100,4.52,overcast clouds
235,Lagos,NG,6.5833,3.75,75.76,93,100,2.17,overcast clouds
236,Kandry,RU,54.5667,54.1167,49.77,95,98,12.95,overcast clouds
237,Kajaani,FI,64.2273,27.7285,64.45,63,0,9.22,clear sky
238,Nova Olinda Do Norte,BR,-3.8881,-59.0942,80.76,64,45,0.96,scattered clouds
239,Cotonou,BJ,6.3654,2.4183,78.31,85,80,5.41,broken clouds
240,Cuamba,MZ,-14.8031,36.5372,60.69,88,86,6.2,overcast clouds
241,Rodrigues Alves,BR,-7.738,-72.6509,76.53,64,1,1.54,clear sky
242,Axim,GH,4.8699,-2.2405,76.15,89,89,5.84,overcast clouds
243,Torbay,CA,47.6666,-52.7314,60.8,95,99,13.85,overcast clouds
244,Kroonstad,ZA,-27.6504,27.2349,43.2,50,0,8.23,clear sky
245,Kalabo,ZM,-14.97,22.6814,62.11,48,64,12.55,broken clouds
246,Stephenville Crossing,CA,48.5,-58.4318,66.22,82,8,8.48,clear sky
247,Cap Malheureux,MU,-19.9842,57.6142,67.46,76,43,3.0,scattered clouds
248,Jhudo,PK,24.964,69.2968,86.31,72,82,15.35,broken clouds
249,Taoudenni,ML,22.6783,-3.9836,102.02,9,1,15.08,clear sky
250,Krasnoslobodsk,RU,48.7072,44.5714,66.02,45,0,8.95,clear sky
251,Grand-Lahou,CI,5.1367,-5.0242,76.66,88,93,5.88,light rain
252,Henties Bay,NA,-22.116,14.2845,74.86,32,0,17.63,clear sky
253,Rabat,MA,33.9911,-6.8401,63.16,87,0,0.0,clear sky
254,Conceicao Do Araguaia,BR,-8.2578,-49.2647,77.54,40,3,3.76,clear sky
255,Tshikapa,CD,-6.4167,20.8,69.46,39,5,2.13,clear sky
256,Marsa Matruh,EG,31.3525,27.2453,76.12,74,0,11.59,clear sky
257,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,82,100,18.41,overcast clouds
258,Stokmarknes,NO,68.5646,14.9108,55.38,94,61,2.3,broken clouds
259,Aras,ES,42.5617,-2.356,54.01,67,40,8.05,scattered clouds
260,Lunino,RU,53.5918,45.2271,63.12,94,23,5.35,few clouds
261,Montlucon,FR,46.3333,2.6,54.7,94,54,2.93,broken clouds
262,Peniche,PT,39.3558,-9.3811,62.29,78,0,22.75,clear sky
263,Bonoua,CI,5.2741,-3.595,80.22,89,99,3.98,overcast clouds
264,Ganta,LR,7.3022,-8.5308,70.16,99,81,0.83,moderate rain
265,Berlevag,NO,70.8578,29.0864,59.0,62,5,2.3,clear sky
266,San Carlos De Bariloche,AR,-41.1456,-71.3082,43.25,62,100,9.26,moderate rain
267,Breves,BR,-1.6822,-50.4803,78.33,72,74,2.53,broken clouds
268,Utete,TZ,-7.986,38.758,66.02,75,25,2.1,scattered clouds
269,Shahr-E Babak,IR,30.1165,55.1186,77.9,16,12,1.1,few clouds
270,Mao,ES,39.8885,4.2658,72.16,83,20,11.5,few clouds
271,Chaman,PK,30.9236,66.4512,83.07,22,28,5.61,scattered clouds
272,Kopavogur,IS,64.1123,-21.913,50.22,79,96,5.01,overcast clouds
273,Tabas,IR,33.5959,56.9244,94.1,10,0,11.1,clear sky
274,San Antonio,US,29.4241,-98.4936,91.15,52,20,24.16,few clouds
275,Paamiut,GL,61.994,-49.6678,40.62,82,52,4.27,broken clouds
276,Kindu,CD,-2.95,25.95,71.33,64,28,2.59,scattered clouds
